scores,states
"[0, 0, 0, 0, 0.0119, 0, 0]",121100221010021201000210200012010002201000
"[0, 0, -1, 0, 0, 0, 0]",121120221110021201000210200012010002201000
"[0, 0.0119, 0, 0, 0, 0, 0]",120110221010021201000210200010010002002000
"[0, 0, 0, 0, 0, 0, -1]",120111221010021201000210200012010002002000
"[0.03395, 0, 0, 0, 0, 0, 0]",120102220010101001000000200000000000000000
"[0, 0, 0, 0, 0, 0.02886, 0]",120102220010111001000200200000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",120102220010111001020200200010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102221010111001020200200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102221010111201020210200010000002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120102221010111201020210200012000002100000
"[0, 0, 0.0119, 0, 0, 0, 0]",122102221110111201020210200012000002100000
"[0, 0, 0.0119, 0, 0, 0, 0]",122102221110111221020211200012000002100000
"[0, 0, 0, 0.0119, 0, 0, 0]",122102221110111221020211200012200002110000
"[0, 0, 0, 0, -1, 0, 0]",122102221110111221020211200012220002111000
"[0.01785, 0, 0, 0, 0, 0, 0]",102110210212002011100200200010020000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",112110210212002011100200200010020002000000
"[0.03154, 0, 0, 0, 0, 0, 0]",120100220010021001000100200000000000000000
"[0.02618, 0, 0, 0, 0, 0, 0]",121100220010021001000100200020000000000000
"[0, -1, 0.0119, 0, 0, 0, 0]",121100220110021001000100200020000002000000
"[0, 0, 0, 0, 0.04416, 0, 0]",120100220010001001000100200000020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",120100220010001001000100200020020001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",121100220010021001000100200020020001000000
"[0, -1, 0, 0, 0, 0, 0]",121100220110021001000100200020020001002000
"[0.03423, 0, 0, 0, 0, 0, 0]",120120220010001001000100200010020000000000
"[0, 0, 0, 0, 0, 0, 0.02321]",120120221010001001000100200010020002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120120221010001201000110200010020002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120120221010001201000110200012020002001000
"[0, 0, 0, 0, 0.01785, 0, 0]",121120221010001201000110200012020002201000
"[0, 0, 0, 0, 0.0119, 0, 0]",121120221012001201100110200012020002201000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100221010021101000210200012010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100221010021101000210200012010002001000
"[0, 0, -1, 0, 0, 0, 0]",221100221010021101000210200012010002201000
"[0, 0, 0, 0, 0, 0.0119, 0]",120102220010111001020200200010020001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102222010111101020200200010020001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102222010111101020220200011020001000000
"[0, 0, -1, 0, 0, 0, 0]",121102222010111101020220200011020001200000
"[0, 0, 0, 0, 0.03932, 0, 0]",120120210010000001000000200000000000000000
"[0.03395, 0, 0, 0, 0, 0, 0]",120120211010002001000000200000000000000000
"[0.02321, 0, -1, 0, 0, 0, 0]",120120211010002001000200200010000000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120120211011002001000200200010000002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",120120211011002201000210200010000002000000
"[0, -1, -1, 0, 0, 0, 0]",121120211011002201000210200012000002000000
"[0, 0, 0.03643, 0.02321, 0.0987, 0, 0.01726]",100120000010000002000000000000000000000000
"[0.04939, 0, 0, 0, 0, 0, 0]",100120020010000002000000100000000000000000
"[0.04328, 0, 0, 0, 0, 0, 0]",100120020010002002000000100000010000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",100120020010002002000200100010010000000000
"[0, 0, 0, -1, 0, 0, 0]",110120020010002002000200100010010002000000
"[0, 0, 0, 0, 0.01785, 0, 0]",120102200010100001000000200000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",120102220010110001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102220010112001000100200000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120102220010112001010100200020000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",122102220110112001010100200020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122102221110112001010100200020000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122102221110112201010100200020010002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122102221110112211010120200020010002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",122102221110112211010120200022010002100000
"[0, 0, 0, 0, 0.0119, 0, 0]",122112221110112211010122200022010002100000
"[0, 0, 0.0119, 0, 0, 0, 0]",122112221112112211010122201022010002100000
"[0, 0, -1, 0, 0, 0, 0]",122112221112112211010122201022210002101000
"[0, 0, 0, 0, 0.01785, 0, 0]",100120220010002002000200100010010000001000
"[0, 0, 0, 0, 0, 0, -1]",110120220010002002000200100010010002001000
"[0.04456, 0, 0, 0.04635, 0.02489, 0, 0.01726]",220100011010000201000000200000000000000000
"[0.03957, 0, -1, 0, 0, 0, 0]",220100011010000201000020200001000000000000
"[0, 0, 0, 0, 0.02321, 0, 0]",220100011010002201000120200001000000000000
"[0, 0.01785, 0, 0, 0, 0, 0]",220100011010002201000120200021000001000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220110011010002201000120200021000001200000
"[-1, -1, 0, 0.08855, -1, -1, -1]",000120200010000001000000000000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",220100211010022201000110200021000001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",221100211010022201000110200021000001200000
"[0, 0, -1, 0, 0, 0, 0]",221100211210022211000110200021000001200000
"[0.04537, 0.03389, -1, 0.05566, 0.03089, 0.09137, 0.04822]",220100211010000001000000200000000000000000
"[0, 0, 0, 0, 0.02321, 0, 0]",220100211010002001000100200000000000000000
"[0.04416, 0, 0, 0, 0, 0, 0]",220100211010002101000100200020000000000000
"[0, 0.03423, 0, 0, 0, 0, 0]",220100211010002101000110200020000002000000
"[0, 0, 0, 0, 0, 0.02321, 0]",220100211010002101000110200022010002000000
"[0, 0, 0, 0, 0, 0.02321, 0]",220100211010002101000110200022010002201000
"[0, 0, 0, 0, 0, 0, 0.01785]",220112211010002101000110200022010002201000
"[0, 0, -1, 0, 0, -1, 0]",221112211010022101000110200022010002201000
"[0, 0, 0.02618, 0, 0, 0, 0]",202100210110002021000100200010000000000000
"[0, -1, 0, 0, 0, 0, 0]",202100210110002021000101200010000002000000
"[0, 0.04159, -1, 0.08242, 0.02083, 0.03592, 0.02369]",220102211010100001000000200000000000000000
"[0.03169, 0, 0, 0, -1, 0, 0]",220102211010112001000000200000000000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",220102211010112001000200200010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102211010112001010200200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102211010112201010210200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221102211010112201010210200012000002000000
"[0, 0, -1, 0, 0, 0, 0]",221102211010112201010210201012000002200000
"[0, 0, 0, 0, 0, 0.0119, 0]",220112011011002201000120200021000001200000
"[0, 0, -1, 0, 0, 0, 0]",220112011011202201100120200021000001200000
"[0.0119, 0, -1, 0, 0, 0, 0]",220102211010112201000210200010000000000000
"[0, -1, 0, 0, 0, 0, 0]",221102211010112201000210200010000002000000
"[0.02235, 0, 0.03907, 0, 0, 0, 0]",211120000210000002000000100000000000000000
"[0, 0, 0, 0, 0, 0, 0.03395]",211120020210001002000000100000000000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",211120020210001002000200100010000000000000
"[0, 0, 0, 0.02321, 0, 0, 0]",211120020210001002000200100010010002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",211120020210001012000200100010010002002000
"[0, 0.02321, 0, 0, 0, 0, 0]",211120022210001112000200100010010002002000
"[0, 0.01785, 0, 0, 0, 0, 0]",211120022210001112000221100010010002002000
"[0, 0, 0.0119, 0, 0, 0, 0]",211120022210001112000221100012110002002000
"[0, 0, 0, 0.07374, 0, 0, 0]",220102211010100001010000200000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010122000001000000000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",102120010122000001200000010000000000000000
"[0, 0, 0, 0.0528, 0, 0.01994, 0]",222100001010000101000000200000000000000000
"[0, 0.02083, 0, 0, 0, 0, 0]",222100021110000101000000200000000000000000
"[-1, -1, -1, 0.43172, -1, -1, -1]",200100020010000001000000000000000000000000
"[0, -1, 0, 0, 0, 0, 0]",122120010221001011100201210020100002020000
"[0, 0, 0, 0, 0, 0, 0.02321]",102120010120002001000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010120002011000200000000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",102120010120002011000200000020000001000000
"[0, -1, 0, 0, 0, 0, 0]",122120010120002011000201000020000001000000
"[-1, -1, 0, 0, 0, 0, 0]",110120220012002002000200100010010000001000
"[0, 0, 0, 0, 0, 0, 0.02823]",022100201110000102000020000001000000000000
"[0, 0, 0.02343, 0, 0, 0, 0]",022100201110020112000020000001000000000000
"[-1, -1, 0, 0, 0, 0, 0]",222100201110020112000021000001000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102122010122000001100000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102122010122002011100000000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",102122010122002011100201000000000000000000
"[0, 0.02235, 0.05745, 0, 0, 0, 0]",120120001020000001000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120120011020000001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120120011020002001000100200000000000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120120011020002001000100200020000001000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120120011020002201000110200020000001000000
"[0, 0, 0, 0, 0, 0, 0.0119]",120120011020002201000110200022010001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120120011020002201000110200022010001201000
"[0, 0, 0.0119, 0, 0, 0, 0]",122120011120002201000110200022010001201000
"[0, 0, 0.0119, 0, 0, 0, 0]",122120011120002221000111200022010001201000
"[0, 0, 0, 0, 0.0119, 0, 0]",122120011120002221000111200022210001211000
"[0, 0, 0, 0, 0, 0.0119, 0]",122120011122002221100111200022210001211000
"[0, 0, 0, 0, 0, -1, 0]",122122011122002221100111210022210001211000
"[0.03395, 0, 0, 0, -1, 0, 0]",120102010020001001000000200000000000000000
"[0, 0.03395, 0, 0, 0, 0, 0]",120102011020001001000200200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102011020001201000210200000000000000000
"[0, 0, 0, 0, 0, 0.02321, 0]",120102011020001201000210200020000001000000
"[0, 0, 0.02321, 0, 0, 0, 0]",120102011020201201000210200021000001000000
"[0, 0, 0, 0, 0, 0.0119, 0]",122102011020201201000210200021010001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",122102011020201201000210200021010001102000
"[0, 0, 0, 0, -1, 0, 0]",122102011220201211000210200021010001102000
"[0, 0, 0, 0, 0, 0.0119, 0]",100120010020000001000000200000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",100120010020002001000100200000000000000000
"[0, 0.01726, 0, 0, 0, 0, 0]",100120010020002001000100200020000001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120120211020012201000110200022010001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122120211120012201000110200022010001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",122120211120012211000110200022010001200000
"[0, 0, 0.0119, 0, 0, 0, 0]",122120211120012211000112200022110001200000
"[0, 0, 0, 0, 0.0119, 0, 0]",122120211120012211000112200022110001221000
"[0, 0, 0, 0, 0, 0.0119, 0]",122120211122012211100112200022110001221000
"[0, 0, 0, 0, 0.0119, 0, 0]",122122211122012211100112210022110001221000
"[0, 0, 0, 0, 0.0119, 0, 0]",122122211122012211101112210022112001221000
"[0, 0, 0, 0, 0, 0, 0.0119]",122122211122012211101112210122112001221200
"[0, 0, 0, 0, 0, -1, 0]",122122211122012211101112210122112021221201
"[0, 0, 0, 0, 0, 0, 0.02321]",100120210020000001000000000000000000000000
"[0.03808, -1, 0, -1, -1, 0, -1]",100120210022001001000000000000000000000000
"[0, 0, 0.02886, -1, 0, 0, 0]",110120210022001001000200000000000000000000
"[-1, -1, 0.07551, -1, -1, -1, -1]",110122000020000001000000000000000000000000
"[0.12125, 0.11594, 0.09244, 0.45324, 0.45324, 0.15283, 0.45324]",200100020010001001000000200000000000000000
"[0.05634, 0.07223, 0.1023, 0.05088, 0.07425, 0.07284, 0.0972]",220100020010001001000000200000010000000000
"[0, 0, 0.0483, 0, 0, 0, 0.02855]",220100021010001001000200200000010000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220100021010001001000200200020010000001000
"[0, 0, 0, 0, 0, 0, 0.0119]",220100021010001101000200200020010002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100221010001101000210200020010002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",220110221010001101000210200022010002001000
"[0, 0, 0, 0, -1, 0, 0]",221110221010001101000210200022010002201000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100211010002101000100200020020001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100211010002101000120200021020001000000
"[0, 0, -1, 0, 0, 0, 0]",220100211010002101000120200021020001201000
"[0.02639, 0, 0, 0, 0, 0, 0]",212102000120000001000000100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212102020120000011000000100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212102020120002011000100100000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",212102021120002011000100100020000000000000
"[0.05941, 0, 0.03109, 0, 0, 0.02489, 0.0437]",112122000120000001000000000000000000000000
"[0, 0, 0, 0, 0, 0.03949, 0]",112122020120000011000000000000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",112122020120002011000100000000000000000000
"[-1, 0, -1, 0, 0, 0, 0]",112122021120002011000100000020000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",112120020010002002000200100010010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120021010002002000200100010010002000000
"[0, 0, -1, 0, 0, 0, 0]",112120021011002202000200100010010002000000
"[0.03625, 0, 0, 0, 0, 0, 0]",200100210010002001000100200010020000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",210100210010002001000100200010020002000000
"[0, 0.02083, 0, 0, 0, 0, 0]",210100212010002101000100200010020002000000
"[0, -1, 0, 0, -1, 0, -1]",211100212010002101000120200010020002000000
"[0, 0, 0.0261, 0, 0.0523, 0, 0]",220120021010001101000200200000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220120021011001101000220200000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",221120021011001101000220200020010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120021011001101100220200020010002000000
"[0, -1, 0, 0, 0, 0, 0]",221120021011001101100220210022010002000000
"[0, -1, 0.04252, 0, -1, -1, 0]",110122000010000002000000000000000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",112122000011000002000000000000000000000000
"[-1, -1, -1, 0, -1, 0, 0]",112122020111000002000000000000000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",222120021110001101000200200000010000000000
"[0.02083, 0, 0, 0, 0, 0, 0]",222120021110001121000210200000010000000000
"[-1, -1, -1, 0, 0, 0, 0]",222120021110001121000211200020010000000000
"[0, 0, 0, 0.02562, 0.02248, 0.04616, 0]",102120010010000002000000000000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",102120010110002002000000000000000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",102120010110002012000200000000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",102120010110002012000200000020000001000000
"[0, -1, 0, 0, 0, 0, 0]",102120010111002012000202000020000001000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120210010001002000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120210010001002000200000010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120210010001002000200000010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120212011001002000200000010000002000000
"[0, 0, 0, 0.0119, 0, 0, 0]",112120212011001202000210000010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120212011001202100210200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120212011001202100210200012010002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",112120212011001202100210200012010002201000
"[0, 0, -1, 0, 0, 0, 0]",112122212011101202100210200012010002201000
"[0.04901, 0, 0, -1, -1, 0, -1]",102122010010001002000000000000000000000000
"[0, 0, 0, 0, 0, 0.03645, 0]",102122010110001002000200000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",102122010111001002000200000020000000000000
"[0, 0, 0, 0, 0.02618, 0, 0]",102122010110201012000200000000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",102122010110201012000201000020000000000000
"[0, 0.01785, 0, 0, 0, 0, 0]",102122010112201012000201000000000000000000
"[0.02083, 0, 0, 0, 0, 0, 0]",102120010110002002000100200000000000000000
"[-1, -1, -1, 0, 0, 0, 0]",112120010110002002000100200020000000000000
"[0.02366, 0, 0, 0, 0, 0, 0]",102120010012001002000000000000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",102120010112001002000200000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010112001002100200000020000000000000
"[0, -1, 0, 0, 0, 0, 0]",102120010112001002100200100020000002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010112001022000201000000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",102120010112001022100201000020000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010112001022100201200020010000000000
"[0, 0, 0, -1, 0, 0, 0]",112120010112001022100201200020010002000000
"[0.03303, 0, -1, 0, 0, 0, 0]",122102001110000102000020000000000000000000
"[0, 0.02618, 0, 0, 0, 0, 0]",122102021110000102000020000001000000000000
"[0, 0, 0.01785, 0, 0, 0, 0]",122102021110000102000020100001000000200000
"[0.01785, 0.0119, 0, 0.03147, 0, 0, 0]",120100002010000000000000000000000000000000
"[-1, -1, -1, 0, 0, 0, 0]",120100022010000001000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120110012001002000200000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120110112001002000200000020000000000000
"[0, -1, 0, 0, 0, 0, 0]",102120110112001002100200000020000002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",200100210020001001000000200000010000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",200100210020001001000200200010010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",202100210020001001000200200010010001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",222100211020001001000200200010010001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",222100211020001101000200200010010001002000
"[0, -1, 0, 0, 0, 0, 0]",222100211120001101000220200010010001002000
"[0.02857, 0, 0, 0, 0, 0, 0]",102120010110000002000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010012001002000200100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102121010012001002000200100020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",102121010012001002100200100020000002000000
"[0, 0, 0, 0, 0, -1, 0]",122121011012001002100200100020000002000000
"[-1, 0.0822, -1, -1, -1, -1, -1]",101120000012000002000000000000000000000000
"[0.02994, 0.03915, 0.01726, 0.10624, 0.0261, 0.02232, 0.02844]",100120000012000000000000000000000000000000
"[0, 0.04722, 0, 0, 0, 0, 0]",101120020012000000000000000000000000000000
"[0, 0, 0, 0.04187, 0, 0, -1]",121120020012000001000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",022120201110000201000010000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222120201110000211000010000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",222120221110000211000011000000000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",022102001110000000000000000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",022102001110200100000000000000000000000000
"[0, 0, 0, 0, 0, 0.02737, 0.07414]",122100210010000001000000200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122100210010002001000100200000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",122100212010002101000100200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",022102201110000100000000000000000000000000
"[0, 0, 0, 0, 0, 0.04653, 0]",102100210010020001000000200000000000000000
"[0.03395, 0, 0, 0, 0, 0, 0]",102100210110022001000000200000000000000000
"[0.02886, 0, 0, 0, 0, 0, 0]",102100210110022001000200200000010000000000
"[0, 0, 0, 0, 0, 0, 0.01785]",102100210110022001000200200020010001000000
"[0, -1, 0, 0, 0, 0, 0]",102102210110122001000200200020010001000000
"[0, 0, 0.01785, 0, 0, 0, 0]",212102001110000001000000200000020000000000
"[0.04179, 0, 0, 0, 0, 0, 0]",212122001110000101000000200000020000000000
"[0, 0.02306, 0, -1, 0, 0, 0]",212122021110000111000000200000020000000000
"[0.03678, 0, 0, 0, 0, 0, 0]",121120020012000001100000200000000000000000
"[0, 0, 0, 0, 0, 0, 0.03395]",121120020012002001100100200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",121120020012002001100100200020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",121120022012002101100100200020000001000000
"[0, -1, 0, 0, 0, 0, 0]",121120022012002101100120200021000001000000
"[0.05204, 0, -1, 0, -1, 0, -1]",102120210010021001000000200000000000000000
"[0, 0, 0, 0.01785, 0, 0, 0]",112120210010021001000200200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120210110021001000200200020000000000000
"[0, 0.04884, 0, 0.03736, 0, 0.08685, 0.03098]",002120000010000001000000200000010000000000
"[0, 0, 0, 0, 0, 0, 0.04328]",202120010010000001000000200000010000000000
"[0, 0, 0, 0, 0.03678, 0, 0]",202120210010001001000000200000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",202120210010001001000200200010010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",202120210110001001000200200010010002000000
"[0, -1, 0, 0, 0, 0, 0]",222120210110001011000200200010010002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212122001110000001000000200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",212122021110000101000000200000000000000000
